,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
618,16-25,female,majority,0-9y,none,poverty,0.2284575219722873,True,before 2015,False,False,14000.0,sedan,0,0,0,False
619,26-39,female,majority,0-9y,none,poverty,0.4548222032963962,False,before 2015,False,False,9000.0,sedan,0,0,0,True
620,16-25,male,majority,0-9y,none,poverty,0.2716129810741211,False,before 2015,False,True,14000.0,sedan,0,0,0,True
621,40-64,male,majority,20-29y,high school,middle class,0.5723973007903935,True,before 2015,True,True,10000.0,sedan,3,0,1,False
622,40-64,male,majority,20-29y,high school,middle class,0.4584332708673702,True,before 2015,False,True,13000.0,sedan,1,0,2,False
623,26-39,female,majority,0-9y,high school,middle class,0.4611083027459475,True,after 2015,True,True,9000.0,sedan,0,0,0,False
624,26-39,male,majority,0-9y,high school,middle class,0.5236585383213972,True,before 2015,False,True,9000.0,sedan,0,0,0,True
625,40-64,male,majority,10-19y,none,upper class,0.5835233024083778,True,before 2015,False,True,11000.0,sedan,0,1,0,True
626,40-64,female,majority,20-29y,high school,working class,0.3236713091433241,False,before 2015,False,True,14000.0,sedan,2,1,1,False
627,40-64,male,majority,0-9y,university,upper class,0.502503312527169,True,after 2015,False,True,7000.0,sedan,0,0,0,False
628,40-64,female,majority,20-29y,high school,middle class,0.5236585383213972,True,before 2015,True,True,9000.0,sedan,2,1,1,False
629,40-64,female,majority,10-19y,university,upper class,0.5366328650238356,True,before 2015,True,False,9000.0,sedan,0,0,3,False
630,40-64,female,majority,20-29y,university,upper class,0.613826977680088,True,before 2015,True,True,8000.0,sedan,0,0,2,False
631,26-39,female,majority,10-19y,university,upper class,0.7417184644820252,True,after 2015,True,True,11000.0,sedan,0,0,0,False
632,40-64,female,majority,20-29y,high school,working class,0.4102782601859696,True,before 2015,False,True,11697.003206900365,sports car,0,0,2,False
633,65+,male,majority,30y+,high school,upper class,0.6129604938167941,True,after 2015,False,True,16000.0,sedan,3,0,1,False
634,65+,female,majority,0-9y,university,upper class,0.6785547828102435,True,after 2015,False,True,13000.0,sedan,0,0,0,False
635,26-39,female,majority,10-19y,high school,working class,0.5140972426455589,True,before 2015,False,True,13000.0,sedan,0,0,0,False
636,40-64,male,majority,10-19y,university,upper class,0.7351283436011039,True,before 2015,False,True,11000.0,sedan,3,1,0,False
637,65+,male,majority,10-19y,university,upper class,0.4678288191596727,True,before 2015,False,True,8000.0,sedan,4,1,0,False
638,16-25,male,majority,0-9y,university,middle class,0.7184794895957197,True,before 2015,False,True,15000.0,sedan,0,0,0,True
639,16-25,female,majority,0-9y,university,working class,0.5467329780323261,True,before 2015,False,False,12000.0,sedan,0,0,0,True
640,65+,male,majority,0-9y,university,middle class,0.4910372690145043,True,before 2015,False,True,12000.0,sedan,0,0,0,True
641,65+,female,majority,20-29y,university,upper class,0.7533420090230535,True,before 2015,True,True,11697.003206900365,sedan,1,0,0,False
642,40-64,male,majority,20-29y,university,upper class,0.5119806243563929,False,after 2015,True,True,9000.0,sedan,7,3,0,False
643,40-64,female,majority,20-29y,university,middle class,0.4471842921249161,True,before 2015,False,False,16000.0,sedan,1,1,2,True
644,65+,male,majority,20-29y,university,upper class,0.764296108156162,True,before 2015,False,True,14000.0,sedan,3,0,3,False
645,26-39,male,majority,10-19y,high school,upper class,0.5492042682629945,True,after 2015,False,True,14000.0,sedan,0,0,3,False
646,26-39,male,majority,10-19y,high school,poverty,0.4397172411112439,False,before 2015,True,False,11000.0,sedan,1,0,1,True
647,65+,female,majority,20-29y,university,upper class,0.613826977680088,True,before 2015,True,True,11697.003206900365,sedan,8,0,0,False
648,40-64,female,majority,10-19y,none,middle class,0.5162483226846594,True,before 2015,True,False,15000.0,sedan,0,1,1,True
649,26-39,female,majority,10-19y,none,working class,0.2730802145626825,True,after 2015,True,True,11000.0,sedan,0,0,3,False
650,26-39,male,majority,10-19y,none,working class,0.2095867357182056,False,after 2015,True,False,16000.0,sedan,1,0,0,False
651,16-25,female,majority,0-9y,university,upper class,0.6140833644712265,True,before 2015,False,True,11000.0,sports car,0,0,0,False
652,40-64,male,minority,20-29y,university,upper class,0.4281630460871221,True,after 2015,True,True,11697.003206900365,sedan,3,0,4,False
653,40-64,male,majority,20-29y,university,upper class,0.6249151692479712,True,after 2015,False,True,12000.0,sedan,2,0,1,False
654,16-25,male,majority,0-9y,university,working class,0.3235317279702856,True,before 2015,False,False,13000.0,sedan,0,0,0,True
655,26-39,male,majority,0-9y,university,upper class,0.4801721956073917,True,before 2015,False,False,14000.0,sedan,0,0,0,True
656,26-39,male,majority,0-9y,high school,upper class,0.5628882788617214,True,before 2015,False,True,8000.0,sedan,0,0,0,True
657,16-25,female,majority,0-9y,high school,poverty,0.3592160443049964,False,before 2015,True,True,6000.0,sedan,0,0,0,False
658,26-39,male,majority,10-19y,none,working class,0.5543453228047174,True,before 2015,False,False,11000.0,sedan,1,2,2,False
659,26-39,female,majority,10-19y,high school,upper class,0.5835763192486061,True,before 2015,True,False,11697.003206900365,sedan,0,0,0,False
660,65+,male,majority,30y+,high school,upper class,0.5167975603816402,True,before 2015,True,True,11697.003206900365,sedan,3,0,3,False
661,65+,male,majority,30y+,university,upper class,0.6012662894827044,True,before 2015,True,True,10000.0,sedan,12,1,1,False
662,16-25,male,majority,0-9y,high school,poverty,0.3846421210625193,False,before 2015,True,True,7000.0,sedan,0,0,0,True
663,16-25,female,majority,0-9y,none,poverty,0.3989693971730201,False,before 2015,False,False,16000.0,sedan,0,0,0,True
664,65+,female,majority,0-9y,university,upper class,0.6595566695934808,True,before 2015,True,True,10000.0,sedan,0,0,0,False
665,26-39,male,majority,0-9y,university,upper class,0.5264201359447848,True,before 2015,False,True,13000.0,sedan,0,0,0,False
666,40-64,male,majority,20-29y,university,upper class,0.7459522237963077,True,before 2015,True,True,9000.0,sedan,2,0,3,False
667,40-64,female,majority,0-9y,university,middle class,0.5593426171631724,False,after 2015,True,True,12000.0,sedan,0,0,0,False
668,26-39,female,minority,10-19y,high school,working class,0.4319292841168608,False,after 2015,False,False,15000.0,sedan,1,0,0,False
669,40-64,male,majority,20-29y,high school,middle class,0.4837317247696164,True,after 2015,True,True,8000.0,sedan,1,0,6,False
670,26-39,female,majority,10-19y,high school,working class,0.4319292841168608,True,before 2015,False,True,13000.0,sedan,0,1,2,False
671,26-39,female,majority,10-19y,high school,middle class,0.4592168939388092,True,before 2015,False,True,11697.003206900365,sedan,1,1,1,False
672,40-64,female,minority,20-29y,none,working class,0.4001777578861137,True,after 2015,False,True,11000.0,sedan,1,0,1,True
673,16-25,female,majority,0-9y,university,poverty,0.4290269042286189,False,before 2015,False,True,13000.0,sedan,0,0,0,True
674,26-39,male,majority,10-19y,none,middle class,0.5899730349102439,False,before 2015,False,True,9000.0,sedan,1,0,0,True
675,16-25,male,majority,0-9y,high school,poverty,0.3277602763703803,False,before 2015,False,False,16000.0,sedan,0,0,0,True
676,26-39,male,majority,10-19y,none,poverty,0.3713486447309336,False,before 2015,False,True,13000.0,sedan,2,0,0,True
677,16-25,male,minority,0-9y,none,poverty,0.4248113800749469,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
678,65+,female,majority,0-9y,university,upper class,0.5474920377636142,True,after 2015,False,True,9000.0,sedan,0,0,0,False
679,40-64,male,minority,20-29y,university,middle class,0.4411942138622648,True,after 2015,True,True,12000.0,sedan,2,0,1,False
680,26-39,female,majority,10-19y,high school,middle class,0.5817211016124444,False,before 2015,True,False,13000.0,sedan,2,0,0,False
681,26-39,male,majority,10-19y,university,middle class,0.5338073973882299,True,before 2015,False,False,14000.0,sedan,1,0,2,True
682,65+,male,majority,0-9y,high school,upper class,0.5514128274320477,True,after 2015,True,True,9000.0,sedan,0,0,0,False
683,65+,male,minority,30y+,university,upper class,0.352051802438166,True,after 2015,False,True,11000.0,sedan,1,0,3,False
684,26-39,female,majority,10-19y,university,middle class,0.5236585383213972,False,after 2015,False,True,13000.0,sedan,1,1,0,False
685,40-64,male,majority,0-9y,university,upper class,0.5185680321634177,False,after 2015,False,True,10000.0,sedan,0,0,0,True
686,65+,male,majority,20-29y,high school,upper class,0.7787343270386715,True,before 2015,True,True,9000.0,sedan,4,0,4,False
687,16-25,female,minority,0-9y,none,poverty,0.3847612768204737,False,before 2015,False,False,16000.0,sports car,0,0,0,False
688,16-25,female,majority,0-9y,none,poverty,0.5131630001638587,False,before 2015,True,False,13000.0,sedan,0,0,0,True
689,26-39,male,majority,10-19y,high school,upper class,0.6826905787793902,False,after 2015,False,False,15000.0,sedan,0,0,2,False
690,65+,female,majority,30y+,university,upper class,0.6952954138630036,False,after 2015,True,True,11000.0,sedan,1,0,1,False
691,26-39,male,majority,10-19y,high school,working class,0.337636945769008,True,before 2015,False,False,15000.0,sedan,1,1,1,False
692,16-25,female,majority,0-9y,university,middle class,0.5543324832516767,True,after 2015,False,False,13000.0,sedan,0,0,0,True
693,40-64,male,majority,20-29y,university,upper class,0.7143433490721784,True,after 2015,False,True,11697.003206900365,sedan,2,0,3,False
694,65+,female,majority,30y+,university,upper class,0.5666769166615836,True,before 2015,True,True,9000.0,sedan,5,1,1,False
695,40-64,male,majority,20-29y,high school,upper class,0.613826977680088,True,before 2015,True,True,11697.003206900365,sedan,3,1,5,False
696,40-64,male,majority,20-29y,university,upper class,0.6792241704003094,True,after 2015,False,True,11000.0,sedan,2,1,6,False
697,40-64,female,majority,20-29y,high school,upper class,0.6735746205526248,True,after 2015,True,True,10000.0,sedan,1,0,2,False
698,65+,male,majority,0-9y,university,upper class,0.4857196085460185,True,before 2015,True,True,11000.0,sedan,0,0,0,False
699,26-39,male,majority,0-9y,university,upper class,0.6182853533570225,True,after 2015,True,False,14000.0,sedan,0,0,0,True
700,65+,female,majority,30y+,high school,middle class,0.6272582619884957,False,before 2015,False,False,14000.0,sedan,2,0,3,False
701,40-64,female,majority,20-29y,high school,upper class,0.613826977680088,True,before 2015,True,True,13000.0,sedan,0,1,1,False
702,26-39,female,majority,0-9y,university,middle class,0.4851476729277822,True,before 2015,False,True,12000.0,sports car,0,0,0,True
703,40-64,male,majority,20-29y,university,middle class,0.3439533598074643,False,before 2015,True,True,10000.0,sedan,1,0,6,False
704,65+,male,majority,20-29y,high school,middle class,0.4213456534000116,False,after 2015,False,True,11000.0,sedan,2,0,2,False
705,16-25,male,majority,0-9y,high school,poverty,0.4298725443095585,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
706,16-25,female,majority,0-9y,high school,working class,0.4625574363413208,True,before 2015,True,True,13000.0,sedan,0,0,0,False
707,65+,female,majority,20-29y,high school,upper class,0.5986464420361814,True,after 2015,True,True,9000.0,sedan,6,0,6,False
708,26-39,male,majority,0-9y,high school,upper class,0.613826977680088,True,before 2015,True,False,12000.0,sedan,0,0,0,True
709,65+,female,majority,30y+,high school,upper class,0.5817975203419883,True,after 2015,True,True,11697.003206900365,sedan,2,0,5,False
710,65+,female,majority,30y+,university,upper class,0.5054256303588411,True,before 2015,True,True,9000.0,sedan,4,1,0,False
711,40-64,female,majority,0-9y,high school,upper class,0.5723946620910344,True,before 2015,True,False,11000.0,sedan,0,0,0,False
712,26-39,female,majority,10-19y,university,middle class,0.4153851993182952,True,before 2015,True,True,12000.0,sedan,0,0,1,False
713,40-64,male,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,13000.0,sedan,2,0,0,False
714,65+,female,majority,10-19y,high school,upper class,0.5277511095120083,True,after 2015,True,True,13000.0,sedan,0,0,0,False
715,26-39,female,majority,10-19y,high school,working class,0.3243949378636534,True,before 2015,False,True,13000.0,sedan,0,0,0,False
716,40-64,female,majority,0-9y,high school,upper class,0.6628379984244296,True,before 2015,False,False,14000.0,sedan,0,0,0,True
717,26-39,male,majority,10-19y,university,middle class,0.5913065168138344,True,before 2015,True,False,11697.003206900365,sedan,1,0,1,False
718,40-64,male,majority,20-29y,high school,upper class,0.5663523680912346,True,after 2015,True,True,11697.003206900365,sedan,2,1,1,False
719,40-64,female,majority,10-19y,university,upper class,0.7697278517391074,True,after 2015,True,True,11000.0,sedan,2,0,0,False
720,26-39,female,majority,10-19y,university,middle class,0.6464070899737208,True,before 2015,False,True,9000.0,sedan,4,0,1,True
721,40-64,female,majority,20-29y,university,upper class,0.6553512480035613,True,after 2015,True,True,10000.0,sedan,1,0,0,False
722,26-39,male,majority,10-19y,high school,working class,0.4319292841168608,True,before 2015,True,True,11697.003206900365,sedan,1,0,1,False
723,26-39,female,majority,10-19y,none,working class,0.4692142872658621,True,before 2015,False,True,14000.0,sedan,1,0,1,False
724,26-39,female,majority,10-19y,high school,upper class,0.6947694134154674,True,before 2015,True,True,12000.0,sedan,1,0,0,False
725,40-64,male,majority,0-9y,university,upper class,0.6775390802967439,True,after 2015,True,True,11000.0,sports car,0,0,0,False
726,26-39,male,majority,10-19y,none,poverty,0.4530972145117041,False,before 2015,False,False,18000.0,sedan,3,0,1,True
727,65+,male,majority,30y+,university,upper class,0.4657300499016511,True,before 2015,True,False,11697.003206900365,sedan,1,0,2,False
728,26-39,female,majority,0-9y,university,middle class,0.4703683576848383,True,after 2015,False,False,11697.003206900365,sedan,0,0,0,False
729,65+,female,majority,30y+,university,upper class,0.7221818449302557,True,after 2015,True,True,11000.0,sedan,2,0,1,False
730,16-25,male,majority,0-9y,high school,working class,0.4319292841168608,True,before 2015,False,True,10000.0,sedan,0,0,0,True
731,65+,female,majority,0-9y,high school,upper class,0.6544694768557214,True,after 2015,True,True,11000.0,sedan,0,0,0,False
732,16-25,female,majority,0-9y,high school,poverty,0.3950115862707416,False,before 2015,False,True,14000.0,sedan,0,0,0,True
733,16-25,female,majority,0-9y,high school,working class,0.5183938639703694,True,after 2015,False,False,16000.0,sedan,0,0,0,False
734,65+,male,majority,30y+,university,upper class,0.6609260399515023,True,before 2015,True,True,10000.0,sedan,15,1,4,False
735,40-64,male,majority,20-29y,high school,middle class,0.5532710588297743,True,before 2015,False,False,12000.0,sedan,1,3,1,False
736,26-39,male,majority,10-19y,university,upper class,0.4366893788831464,False,before 2015,False,False,11697.003206900365,sedan,3,0,3,True
737,16-25,male,majority,0-9y,high school,poverty,0.362791321163144,False,before 2015,False,False,14000.0,sedan,0,0,0,True
738,26-39,female,majority,10-19y,university,upper class,0.613826977680088,True,after 2015,False,True,13000.0,sedan,0,0,0,False
739,65+,female,majority,30y+,high school,upper class,0.7849182244108481,False,before 2015,False,False,18000.0,sedan,0,0,2,False
740,16-25,male,majority,0-9y,none,poverty,0.4011660534038928,True,before 2015,False,False,11000.0,sedan,0,0,0,False
741,26-39,female,majority,0-9y,high school,working class,0.3339028271934227,False,before 2015,False,True,10000.0,sedan,0,0,0,True
742,26-39,female,majority,10-19y,none,poverty,0.2578544935681773,False,before 2015,False,False,15000.0,sedan,0,0,0,True
743,16-25,female,majority,0-9y,high school,poverty,0.2971256597689672,False,before 2015,False,False,14000.0,sedan,0,0,0,True
744,26-39,male,majority,0-9y,high school,middle class,0.4402008550887251,False,before 2015,False,False,16000.0,sedan,0,0,0,True
745,26-39,male,majority,10-19y,high school,poverty,0.2453077144694729,False,before 2015,False,False,16000.0,sedan,0,0,0,True
746,65+,female,majority,30y+,university,upper class,0.613826977680088,True,after 2015,True,True,10000.0,sedan,4,0,11,False
747,40-64,male,majority,20-29y,university,upper class,0.7106302968316526,True,after 2015,True,True,11000.0,sedan,5,1,3,False
748,65+,male,majority,30y+,university,upper class,0.5568429555475324,True,before 2015,True,True,11697.003206900365,sedan,5,1,0,False
749,40-64,female,majority,0-9y,none,middle class,0.5321389282217026,False,before 2015,False,True,10000.0,sedan,0,0,0,False
750,40-64,female,majority,10-19y,high school,upper class,0.613826977680088,True,after 2015,True,True,13000.0,sedan,1,0,1,False
751,65+,male,majority,30y+,high school,upper class,0.5523028069815071,False,after 2015,True,True,13000.0,sedan,1,0,2,False
752,40-64,female,majority,0-9y,high school,middle class,0.6230862254029852,True,after 2015,False,True,16000.0,sedan,0,0,0,False
753,40-64,female,majority,10-19y,none,middle class,0.5236585383213972,True,before 2015,True,False,14000.0,sedan,1,0,0,False
754,65+,female,majority,10-19y,university,upper class,0.6815230265186409,True,before 2015,True,True,9000.0,sedan,1,0,0,False
755,65+,female,majority,0-9y,high school,upper class,0.4929263167585091,True,after 2015,True,True,11000.0,sedan,0,0,0,False
756,40-64,male,majority,0-9y,high school,middle class,0.5236585383213972,True,before 2015,False,True,14000.0,sedan,0,0,0,True
757,40-64,male,majority,20-29y,university,upper class,0.7588589638778033,True,before 2015,True,True,11000.0,sedan,4,0,3,False
758,26-39,male,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,10000.0,sedan,0,0,0,True
759,26-39,female,majority,0-9y,high school,middle class,0.4594935675669665,True,before 2015,True,True,11000.0,sedan,0,0,0,False
760,26-39,male,majority,0-9y,high school,poverty,0.3274758663014018,False,before 2015,False,True,13000.0,sedan,0,0,0,True
761,40-64,male,majority,20-29y,university,upper class,0.4730207468491802,True,after 2015,False,True,13000.0,sedan,3,0,3,False
762,16-25,male,majority,0-9y,high school,poverty,0.4068950907620184,False,before 2015,False,False,17000.0,sedan,0,0,0,True
763,40-64,male,minority,0-9y,university,upper class,0.5340553977378382,True,before 2015,False,True,10000.0,sports car,0,0,0,True
764,16-25,male,majority,0-9y,high school,working class,0.4723554796185506,False,after 2015,False,True,12000.0,sedan,0,0,0,True
765,26-39,male,majority,10-19y,high school,poverty,0.4757700837178347,False,before 2015,True,True,11000.0,sedan,2,0,1,False
766,26-39,male,majority,10-19y,university,upper class,0.4649754786745904,True,after 2015,False,True,15000.0,sedan,1,1,2,False
767,26-39,female,majority,10-19y,high school,middle class,0.5236585383213972,True,after 2015,True,True,11000.0,sedan,0,0,0,False
768,26-39,male,majority,0-9y,high school,working class,0.4319292841168608,True,before 2015,False,True,14000.0,sedan,0,0,0,True
769,26-39,female,majority,0-9y,university,middle class,0.6714519317340388,False,before 2015,False,True,14000.0,sedan,0,0,0,False
770,40-64,female,majority,10-19y,none,upper class,0.5241906172371661,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,False
771,16-25,male,majority,0-9y,none,poverty,0.3171971946467171,False,before 2015,False,True,16000.0,sedan,0,0,0,True
772,26-39,female,majority,0-9y,high school,working class,0.5431550853251759,False,before 2015,False,False,13000.0,sedan,0,0,0,True
773,26-39,female,minority,10-19y,university,working class,0.2860896047851427,False,before 2015,True,True,7000.0,sedan,1,0,1,False
774,26-39,female,majority,10-19y,high school,poverty,0.4255236483019129,True,before 2015,True,True,9000.0,sedan,1,0,0,False
775,40-64,male,majority,10-19y,none,middle class,0.5865612240958681,True,before 2015,False,False,14000.0,sedan,2,0,3,False
776,26-39,female,minority,0-9y,none,poverty,0.4451711249556711,False,before 2015,True,True,8000.0,sedan,0,0,0,True
777,16-25,male,majority,0-9y,none,poverty,0.3008642444475923,True,before 2015,False,False,17000.0,sedan,0,0,0,True
778,65+,female,majority,30y+,university,upper class,0.6722393801946255,True,after 2015,True,True,11000.0,sedan,0,0,1,False
779,16-25,female,majority,0-9y,high school,working class,0.492009785043389,True,before 2015,False,False,13000.0,sedan,0,0,0,False
780,26-39,male,majority,10-19y,university,middle class,0.2985615547694567,True,after 2015,False,True,13000.0,sedan,1,0,0,False
781,26-39,male,majority,10-19y,none,middle class,0.4902290213300943,True,after 2015,False,True,8000.0,sedan,6,0,1,False
782,40-64,male,majority,20-29y,high school,working class,0.4861193938777199,False,after 2015,True,True,10000.0,sedan,3,1,3,False
783,65+,female,majority,10-19y,high school,upper class,0.6831120926846176,True,after 2015,True,True,11000.0,sedan,0,0,0,False
784,65+,female,majority,30y+,none,upper class,0.5612694270227846,True,before 2015,False,True,15000.0,sports car,3,0,4,False
785,26-39,male,majority,0-9y,high school,working class,0.4703939447316599,False,before 2015,True,True,8000.0,sedan,0,0,0,False
786,26-39,female,majority,10-19y,university,poverty,0.34833133094379165,True,before 2015,False,False,16000.0,sedan,0,2,1,False
787,16-25,male,majority,0-9y,high school,middle class,0.5236585383213972,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
788,40-64,male,majority,10-19y,university,upper class,0.5647194671204686,False,before 2015,True,False,9000.0,sports car,2,1,0,False
789,65+,male,majority,20-29y,university,upper class,0.6623549081430589,True,after 2015,True,True,11000.0,sedan,4,0,2,False
790,65+,female,majority,30y+,university,upper class,0.6822652619147225,True,before 2015,False,True,11000.0,sedan,3,0,6,False
791,40-64,female,majority,20-29y,high school,upper class,0.4815552473106616,True,before 2015,False,True,13000.0,sedan,4,0,1,False
792,65+,male,majority,20-29y,high school,middle class,0.4951101498758074,True,before 2015,True,True,10000.0,sedan,5,0,2,False
793,65+,female,majority,30y+,university,upper class,0.6306806950888181,True,after 2015,True,True,12000.0,sedan,0,0,2,False
794,16-25,male,minority,0-9y,high school,poverty,0.2522091360163383,False,after 2015,False,False,16000.0,sedan,0,0,0,True
795,40-64,female,minority,20-29y,university,upper class,0.6170091118547167,True,after 2015,True,True,7000.0,sedan,0,0,1,False
796,16-25,male,majority,0-9y,high school,middle class,0.4886425329217525,True,before 2015,True,True,12000.0,sedan,0,0,0,True
797,65+,male,majority,30y+,none,middle class,0.6050403550582458,True,before 2015,True,True,11000.0,sedan,4,1,5,False
798,40-64,female,minority,20-29y,university,upper class,0.6717100870579658,True,before 2015,True,True,10000.0,sedan,5,1,1,False
799,40-64,female,majority,20-29y,high school,upper class,0.6100432190746569,True,before 2015,True,True,9000.0,sedan,3,1,0,False
800,40-64,male,majority,0-9y,high school,middle class,0.4908173074873918,False,after 2015,True,True,10000.0,sedan,0,0,0,False
801,40-64,male,minority,10-19y,university,upper class,0.6898557481349145,True,after 2015,True,True,9000.0,sedan,1,0,1,False
802,26-39,female,majority,10-19y,high school,middle class,0.5236585383213972,True,before 2015,False,True,12000.0,sports car,2,0,1,False
803,40-64,male,minority,10-19y,high school,upper class,0.6805790358149334,True,before 2015,False,True,10000.0,sedan,1,1,3,False
804,16-25,female,minority,0-9y,high school,working class,0.3762128532654633,True,after 2015,False,False,15000.0,sedan,0,0,0,False
805,65+,female,majority,30y+,university,upper class,0.6074660885575695,True,after 2015,True,True,11000.0,sedan,0,1,1,False
806,16-25,female,majority,0-9y,university,poverty,0.3333790364733304,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,False
807,16-25,male,majority,0-9y,high school,poverty,0.3258894553264021,True,before 2015,False,False,12000.0,sedan,0,0,0,True
808,26-39,male,majority,0-9y,university,upper class,0.6428911507913367,True,after 2015,True,False,15000.0,sedan,0,0,0,False
809,16-25,male,majority,0-9y,high school,working class,0.3249858221459045,True,before 2015,False,False,15000.0,sedan,0,0,0,True
810,16-25,female,majority,0-9y,university,upper class,0.6114875987420983,True,after 2015,False,True,9000.0,sedan,0,0,0,True
811,40-64,male,majority,20-29y,university,upper class,0.6741873673026819,True,before 2015,True,True,7000.0,sedan,1,0,1,False
812,26-39,female,minority,10-19y,high school,middle class,0.6238600356746651,True,before 2015,True,True,11697.003206900365,sedan,3,0,1,False
813,26-39,female,majority,10-19y,high school,middle class,0.6597861113624699,True,after 2015,False,True,13000.0,sedan,1,0,0,False
814,65+,female,majority,20-29y,university,upper class,0.4972300723518808,True,after 2015,True,True,15000.0,sedan,3,0,2,False
815,65+,male,majority,30y+,university,upper class,0.613826977680088,True,after 2015,True,True,12000.0,sedan,5,0,8,False
816,26-39,female,majority,10-19y,high school,working class,0.4929078849478778,False,before 2015,False,False,17000.0,sedan,0,0,0,False
817,26-39,male,majority,10-19y,high school,working class,0.5775147742265758,True,before 2015,False,False,16000.0,sedan,2,1,0,False
818,26-39,male,minority,0-9y,none,poverty,0.292372046730257,False,before 2015,True,True,11000.0,sedan,0,0,0,True
819,16-25,male,majority,0-9y,university,middle class,0.3965531992211328,False,before 2015,True,False,7000.0,sedan,0,0,0,True
820,26-39,male,majority,10-19y,none,working class,0.3851192075283321,False,before 2015,False,False,17000.0,sedan,0,0,1,True
821,26-39,female,majority,0-9y,none,poverty,0.3688983699474711,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
822,65+,female,majority,20-29y,university,upper class,0.4974103899565097,True,after 2015,False,True,12000.0,sedan,1,0,1,False
823,16-25,female,majority,0-9y,university,middle class,0.5122784279344629,False,before 2015,True,True,12000.0,sedan,0,0,0,False
824,26-39,male,majority,10-19y,university,upper class,0.5371008543579416,True,before 2015,False,False,9000.0,sedan,3,1,1,False
825,26-39,female,majority,10-19y,high school,middle class,0.4264590850148064,True,after 2015,True,True,10000.0,sedan,1,1,2,False
826,26-39,female,majority,10-19y,university,middle class,0.5770052255385658,True,before 2015,False,True,9000.0,sedan,2,0,1,False
827,26-39,male,majority,10-19y,university,middle class,0.6720414032404887,True,before 2015,False,False,14000.0,sedan,1,0,4,False
828,40-64,male,majority,10-19y,high school,upper class,0.6391950289541595,True,after 2015,False,True,10000.0,sedan,6,1,1,False
829,40-64,male,majority,0-9y,university,upper class,0.5253374353831595,True,after 2015,True,True,12000.0,sedan,0,0,0,False
830,26-39,female,majority,10-19y,high school,middle class,0.5305724568083574,True,before 2015,True,True,8000.0,sedan,1,0,0,False
831,65+,male,minority,30y+,none,middle class,0.4429112897612818,True,before 2015,True,True,13000.0,sedan,6,0,4,False
832,16-25,male,majority,0-9y,none,poverty,0.4030959607049746,False,before 2015,False,True,15000.0,sedan,0,0,0,False
833,65+,female,majority,0-9y,university,upper class,0.5825241940039297,True,after 2015,True,True,11000.0,sedan,0,0,0,False
834,26-39,male,minority,10-19y,university,upper class,0.5368092797791182,True,before 2015,False,False,10000.0,sedan,4,1,2,True
835,26-39,male,majority,0-9y,none,poverty,0.4169920563241429,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
836,26-39,female,minority,10-19y,none,poverty,0.342387746877925,False,before 2015,False,True,16000.0,sedan,1,0,0,True
837,40-64,female,majority,20-29y,university,upper class,0.608886215665948,True,after 2015,True,True,13000.0,sedan,1,0,4,False
838,26-39,male,majority,10-19y,university,upper class,0.6178357715162752,True,after 2015,True,True,13000.0,sports car,2,0,1,False
839,40-64,female,majority,20-29y,high school,middle class,0.5178496298297631,True,before 2015,False,True,12000.0,sedan,0,0,0,False
840,65+,male,majority,30y+,university,upper class,0.3592855427664432,True,after 2015,True,True,12000.0,sedan,3,2,6,False
841,16-25,female,majority,0-9y,none,poverty,0.3577661962837313,False,before 2015,False,False,12000.0,sedan,0,0,0,True
842,16-25,female,majority,0-9y,none,poverty,0.5213510383697199,False,before 2015,False,False,17000.0,sedan,0,0,0,True
843,26-39,female,majority,10-19y,high school,poverty,0.432539923784168,True,before 2015,False,False,14000.0,sedan,0,0,1,False
844,65+,male,majority,30y+,university,upper class,0.613826977680088,True,before 2015,True,True,8000.0,sedan,4,0,5,False
845,26-39,female,majority,10-19y,high school,upper class,0.6060530513609844,True,before 2015,False,True,10000.0,sedan,1,1,0,False
846,16-25,male,majority,0-9y,none,poverty,0.462436123038845,False,before 2015,True,False,9000.0,sedan,0,0,0,True
847,40-64,male,majority,20-29y,university,upper class,0.5663465365881118,True,after 2015,True,True,11697.003206900365,sedan,1,0,5,False
848,26-39,male,minority,10-19y,university,middle class,0.6247336298349684,True,before 2015,True,True,12000.0,sedan,2,0,1,False
849,26-39,male,majority,10-19y,high school,poverty,0.387568324511354,True,before 2015,False,False,18000.0,sedan,0,1,1,False
850,40-64,male,majority,20-29y,university,upper class,0.5820403536659148,True,after 2015,False,True,14000.0,sedan,2,0,4,False
851,26-39,female,majority,10-19y,university,upper class,0.613826977680088,True,after 2015,True,True,11000.0,sedan,4,0,0,False
852,26-39,male,majority,10-19y,university,poverty,0.2850422794706853,False,before 2015,False,False,11000.0,sedan,0,0,1,False
